,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
11,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
12,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
13,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
14,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
15,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
16,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
17,110.79982488,110.79982487,97.39991172,129.8665495,87.799904543,105.39991189,259.59964969,284.59964969,284.59964968,204.46496603,94.0,168.79981733,394.27936744,394.27936863,394.27936861,394.27936872,399.51957985,399.51957984,511.27936984,511.27936985,523.27937002,523.27937005,523.27937002,523.27937002,523.27936999,523.27937002,10.000000061,10.0,10.000000125,87.799904543,190.0,190.0,190.0,164.79982476,164.79982483,164.79982481,109.99999878,109.99999878,109.99999878,511.27936985
18,110.79982542,110.79982542,97.399912575,179.7331001,87.799904953,140.0,259.59965029,284.59965031,284.59965032,204.7998246,243.59964969,318.39947453,125.0,214.75979007,394.27937012,304.51958007,489.27937032,489.27937033,421.51958024,511.27937032,523.27937039,523.27937038,523.2793704,523.27937041,523.27937037,523.27937038,10.000000082,10.000000091,10.000000076,87.799904958,190.0,190.0,190.0,164.79982529,200.0,194.39776731,110.0,110.0,110.0,511.27937032
19,110.79982509,110.79982509,97.399912543,129.86655006,87.799904601,105.39991254,259.59965017,284.59965017,284.59965017,130.0,243.59965017,243.59965017,214.7597901,394.27937031,394.27937031,394.27937031,489.27937031,489.27937031,511.27937031,511.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,10.0,10.0,10.0,87.799904595,160.90766734,160.90768934,160.90770087,164.79982509,164.79982509,164.79982509,89.114135798,89.114135798,89.114135798,511.27937031
20,110.79982535,110.79982535,97.399912547,179.73310012,87.799904936,140.0,259.59965019,284.59965018,284.5996502,204.79982509,243.59965017,243.59965017,394.27937031,394.27937031,125.0,394.27937031,489.27937031,399.51958021,511.27937031,511.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,10.000000003,10.000000001,10.0,87.799904962,161.17437755,159.73310703,161.18282153,164.79982516,164.79982519,164.79982523,110.0,89.114136169,89.114136144,511.27937031
21,110.79982535,110.79982535,97.399912547,179.73310012,87.799904936,140.0,259.59965019,284.59965018,284.5996502,204.79982509,243.59965017,243.59965017,394.27937031,394.27937031,125.0,394.27937031,489.27937031,399.51958021,511.27937031,511.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,10.000000003,10.000000001,10.0,87.799904962,161.17437755,159.73310703,161.18282153,164.79982516,164.79982519,164.79982523,110.0,89.114136169,89.114136144,511.27937031
22,110.7998251,110.7998251,97.399912543,129.86655006,87.944632471,105.39991254,259.59965017,284.59965017,284.59965017,204.79982509,243.59965017,243.59965017,304.51958021,394.27937031,214.7597901,394.27937031,489.27937031,399.51958021,421.51958021,511.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,10.0,10.0,10.0,97.0,190.0,190.0,190.0,164.79982509,200.0,164.79982509,110.0,110.0,110.0,511.27937031
23,110.7998251,110.7998251,97.399912543,129.86655006,87.944632471,105.39991254,259.59965017,284.59965017,284.59965017,204.79982509,243.59965017,243.59965017,304.51958021,394.27937031,214.7597901,394.27937031,489.27937031,399.51958021,421.51958021,511.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,10.0,10.0,10.0,97.0,190.0,190.0,190.0,164.79982509,200.0,164.79982509,110.0,110.0,110.0,511.27937031
24,110.79982821,110.79982821,97.399913203,129.86655058,87.799907956,105.39991337,259.59965122,284.59965127,284.59965126,204.79982511,94.000000448,94.000000242,304.51958024,394.27937037,394.27937036,394.27937037,489.27937067,489.27937063,511.27937061,511.2793706,523.27937086,523.27937078,523.27937085,523.27937088,523.27937078,523.27937079,10.000000387,10.000000455,10.000000268,87.799907977,190.0,190.0,190.0,164.79982682,164.79982731,164.79982724,110.0,110.0,94.7051119,511.27937066
25,110.79982821,110.79982821,97.399913203,129.86655058,87.799907956,105.39991337,259.59965122,284.59965127,284.59965126,204.79982511,94.000000448,94.000000242,304.51958024,394.27937037,394.27937036,394.27937037,489.27937067,489.27937063,511.27937061,511.2793706,523.27937086,523.27937078,523.27937085,523.27937088,523.27937078,523.27937079,10.000000387,10.000000455,10.000000268,87.799907977,190.0,190.0,190.0,164.79982682,164.79982731,164.79982724,110.0,110.0,94.7051119,511.27937066
26,110.79982821,110.79982821,97.399913203,129.86655058,87.799907956,105.39991337,259.59965122,284.59965127,284.59965126,204.79982511,94.000000448,94.000000242,304.51958024,394.27937037,394.27937036,394.27937037,489.27937067,489.27937063,511.27937061,511.2793706,523.27937086,523.27937078,523.27937085,523.27937088,523.27937078,523.27937079,10.000000387,10.000000455,10.000000268,87.799907977,190.0,190.0,190.0,164.79982682,164.79982731,164.79982724,110.0,110.0,94.7051119,511.27937066
27,110.7998281,110.79982805,97.39991328,129.86655069,95.112584622,105.39991344,259.59965129,284.5996514,284.59965129,130.00000048,243.59965017,168.79982517,304.51958023,394.27937035,304.51958035,394.27937036,489.27937068,399.51958071,511.27937066,511.27937066,523.27937087,523.2793709,523.27937094,523.27937091,523.27937085,523.27937083,10.000000577,10.000000539,10.000000423,95.1122712,190.0,190.0,190.0,164.79982692,164.79982734,164.79982731,110.0,110.0,110.0,511.27937067
28,110.7998281,110.79982805,97.39991328,129.86655069,95.112584622,105.39991344,259.59965129,284.5996514,284.59965129,130.00000048,243.59965017,168.79982517,304.51958023,394.27937035,304.51958035,394.27937036,489.27937068,399.51958071,511.27937066,511.27937066,523.27937087,523.2793709,523.27937094,523.27937091,523.27937085,523.27937083,10.000000577,10.000000539,10.000000423,95.1122712,190.0,190.0,190.0,164.79982692,164.79982734,164.79982731,110.0,110.0,110.0,511.27937067
29,110.79987009,110.7998701,97.399913328,179.73310053,88.082252964,105.3999136,259.5996516,284.59965177,284.59965164,204.79982517,243.59965027,243.59965025,125.0,394.2793704,394.27937038,394.27937039,399.51958062,489.27937063,511.27937061,421.51958058,523.27937093,523.27937086,523.27937096,523.27937094,523.27937086,523.27937079,10.000000057,10.000000455,10.0,88.082252968,190.0,190.0,190.0,164.79982843,200.0,164.79983105,89.456733977,110.0,89.456734093,511.27937071
30,110.79987009,110.7998701,97.399913328,179.73310053,88.082252964,105.3999136,259.5996516,284.59965177,284.59965164,204.79982517,243.59965027,243.59965025,125.0,394.2793704,394.27937038,394.27937039,399.51958062,489.27937063,511.27937061,421.51958058,523.27937093,523.27937086,523.27937096,523.27937094,523.27937086,523.27937079,10.000000057,10.000000455,10.0,88.082252968,190.0,190.0,190.0,164.79982843,200.0,164.79983105,89.456733977,110.0,89.456734093,511.27937071
31,110.79987009,110.7998701,97.399913328,179.73310053,88.082252964,105.3999136,259.5996516,284.59965177,284.59965164,204.79982517,243.59965027,243.59965025,125.0,394.2793704,394.27937038,394.27937039,399.51958062,489.27937063,511.27937061,421.51958058,523.27937093,523.27937086,523.27937096,523.27937094,523.27937086,523.27937079,10.000000057,10.000000455,10.0,88.082252968,190.0,190.0,190.0,164.79982843,200.0,164.79983105,89.456733977,110.0,89.456734093,511.27937071
32,110.79987009,110.7998701,97.399913328,179.73310053,88.082252964,105.3999136,259.5996516,284.59965177,284.59965164,204.79982517,243.59965027,243.59965025,125.0,394.2793704,394.27937038,394.27937039,399.51958062,489.27937063,511.27937061,421.51958058,523.27937093,523.27937086,523.27937096,523.27937094,523.27937086,523.27937079,10.000000057,10.000000455,10.0,88.082252968,190.0,190.0,190.0,164.79982843,200.0,164.79983105,89.456733977,110.0,89.456734093,511.27937071
33,110.79987009,110.7998701,97.399913328,179.73310053,88.082252964,105.3999136,259.5996516,284.59965177,284.59965164,204.79982517,243.59965027,243.59965025,125.0,394.2793704,394.27937038,394.27937039,399.51958062,489.27937063,511.27937061,421.51958058,523.27937093,523.27937086,523.27937096,523.27937094,523.27937086,523.27937079,10.000000057,10.000000455,10.0,88.082252968,190.0,190.0,190.0,164.79982843,200.0,164.79983105,89.456733977,110.0,89.456734093,511.27937071
34,110.79987009,110.7998701,97.399913328,179.73310053,88.082252964,105.3999136,259.5996516,284.59965177,284.59965164,204.79982517,243.59965027,243.59965025,125.0,394.2793704,394.27937038,394.27937039,399.51958062,489.27937063,511.27937061,421.51958058,523.27937093,523.27937086,523.27937096,523.27937094,523.27937086,523.27937079,10.000000057,10.000000455,10.0,88.082252968,190.0,190.0,190.0,164.79982843,200.0,164.79983105,89.456733977,110.0,89.456734093,511.27937071
35,110.79982492,110.79982492,97.399910775,129.86654889,87.799904838,105.39991117,259.59964915,284.59964922,284.59964916,276.15665544,243.59963355,168.79981598,304.51957616,304.51957787,304.51957785,304.51957792,489.27936922,489.27936929,511.27936922,511.27936917,523.27936973,523.27936973,523.27936978,523.27936977,523.27936965,523.27936963,10.000000641,10.000000354,10.000000457,87.799904789,189.99999989,189.99999989,189.99999989,164.79982454,164.79982473,164.79982473,109.99999726,89.11413531,89.11413531,511.2793692
36,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
37,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
38,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
39,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
40,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
41,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
42,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
43,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
44,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
45,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
46,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
47,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
48,110.79982763,110.79982759,97.399913054,129.86655049,87.799907356,105.39991319,259.59965096,284.599651,284.59965104,130.0,94.0,168.79982515,304.51958023,394.27937034,394.27937036,394.27937035,489.27937055,489.27937053,511.27937053,511.27937051,523.27937074,523.2793707,523.2793707,523.27937078,523.27937069,523.27937063,10.0,10.000000258,10.000000279,87.799907343,190.0,190.0,190.0,164.79982644,164.79982679,164.79982688,110.0,110.0,94.705119454,511.27937052
49,110.7998251,110.7998251,97.399912546,179.73310011,87.79990461,105.39991255,259.59965018,284.59965018,284.59965018,130.0,168.79982508,168.79982508,394.2793703,394.2793703,304.5195802,394.2793703,399.51958021,489.27937031,511.27937031,511.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,523.27937031,10.0,10.0,10.0,87.799904603,190.0,190.0,190.0,164.79982509,164.7998251,164.7998251,101.57028773,89.114135797,89.1141358,511.27937031
