,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
34,152.35987756,371.32741228,221.39104913,25.0,63.75,183.45634634,63.75,263.36281799,200.0,40.0,150.0,75.0,63.75,95.0,149.85249635,80.0,80.0,230.0,400.0
35,222.17304764,308.49555921,230.90632621,25.0,63.75,189.99809932,63.75,257.07963268,200.0,40.0,150.0,75.0,63.75,95.0,133.09733553,80.0,80.0,230.0,400.0
36,283.25957146,308.49555921,240.62845589,25.0,63.75,196.68206361,63.75,213.09733553,200.0,40.0,150.0,75.0,63.75,95.0,99.587013891,80.0,80.0,230.0,400.0
37,200.35643199,182.83185307,238.87019215,25.0,63.75,195.47326594,63.75,357.6105976,200.0,39.999999936,150.0,75.0,63.75,95.0,166.60765717,80.0,80.0,230.0,400.0
38,152.35987756,371.32741226,220.14992603,25.0,63.75,182.60307431,63.75,319.91148575,200.0,40.0,150.0,75.0,63.75,95.0,95.398223686,80.0,80.0,230.0,400.0
39,178.53981634,371.32741228,229.45834727,25.0,63.75,189.00261379,63.75,294.77874452,200.0,40.0,150.0,75.0,63.75,95.0,78.643062867,80.0,80.0,230.0,400.0
40,139.26990817,308.49555921,196.87886826,25.0,63.75,166.60422197,63.75,363.8937829,200.0,40.0,150.0,75.0,63.75,95.0,166.60765717,80.0,80.0,230.0,400.0
41,243.98966329,245.66370614,239.07705234,25.0,63.75,195.61547356,63.75,301.06192983,200.0,40.0,150.0,75.0,63.75,95.0,116.34217471,80.0,80.0,230.0,400.0
42,161.08652382,308.49555921,250.0,25.0,63.75,231.99094429,63.75,294.77874452,200.0,40.0,150.0,75.0,63.75,95.0,95.398223686,80.0,80.0,230.0,400.0
43,152.35987756,182.83185308,250.0,25.0,63.75,300.0,63.75,275.9291886,214.02141332,40.0,150.0,75.0,63.75,95.0,166.60765717,80.0,80.0,230.0,400.0
44,169.81317008,245.66370614,244.5586783,25.0,63.75,199.38409144,63.75,319.91148575,200.0,40.0,150.0,75.0,63.75,95.0,162.41886696,80.0,80.0,230.0,400.0
45,139.26990817,245.66370618,250.0,25.0,63.75,300.0,63.75,301.06192983,248.05533305,40.0,150.0,75.0,63.75,95.0,57.699111843,80.0,80.0,230.0,400.0
46,156.72320069,308.49555922,250.0,25.0,63.75,209.12713253,63.75,313.62830044,200.0,40.0,150.0,75.0,63.75,95.0,103.7758041,80.0,80.0,230.0,400.0
47,252.71630955,371.32741223,194.18977043,25.0,63.75,164.75546764,63.75,162.83185307,200.0,39.999999891,150.0,75.0,63.75,95.0,195.9291886,80.0,80.0,230.0,400.0
48,248.35298642,308.495559,249.99997874,25.0,63.749999928,236.87789424,63.749999789,231.94689144,200.0,39.999998578,150.0,75.0,63.75,95.0,66.076692252,80.0,80.0,230.0,400.0
49,134.90658504,245.66370622,250.0,25.0,63.75,283.30362756,63.75,332.47785637,200.0,40.0,150.0,75.0,63.75,95.0,95.398223686,80.0,80.0,230.0,400.0
