,0,1,2,3,4,5,6,7,8,9,10,11,12
11,628.2943627945615,346.11674936642845,298.9218109769255,159.70970123571345,160.04825662112435,159.63698691967178,109.67304272620518,159.48692163878624,159.4969229681577,77.2504704098451,77.18862341520898,91.83412096048254,92.34202996688937
12,628.1646841249257,298.57770295285,298.95456436720735,159.55592901796518,159.44092935991972,159.7281644922441,159.56180390155302,159.68468375071194,159.5127790333601,76.51960888345602,76.78805425379434,91.7016562050772,91.80943965693577
13,629.4183525369333,360.0,359.95070943084454,161.3054525886485,126.37355719762095,110.23968492897649,109.74111187568892,160.0480842908426,160.04581741346388,77.44534012583512,80.16183115586041,92.90971465907793,92.36019423012647
14,628.0569009881634,296.6988415904677,358.06233961385317,159.3557507695329,107.6796565945636,154.95669805578657,159.4873815064411,159.51981522556662,159.65871963351063,76.82650683968383,75.90384109538309,91.79820049597352,91.99534759107415
15,628.4250212699476,300.30597836687355,300.49252778150696,159.71072587502766,159.91978816503055,159.9709537906066,110.75794429367285,159.86533303257954,160.57752907363107,77.91634015654145,115.45365671685171,92.43228076921656,94.17192070851404
16,628.191267207759,298.96073362385175,348.4476327981433,159.0958910600075,159.64872095063856,159.55345364022526,109.47448211374335,159.22551310650994,159.03342476887417,76.71850325796015,77.43725282901347,91.96907449307753,92.24405015019589
17,627.9281593434122,298.50689287756956,298.8582372265695,159.21055396312937,160.20817325950537,160.59771214085544,159.6202585516691,159.4319808909979,159.67063313838582,76.23988881103384,76.24192382525072,91.93348199129038,91.55210398033097
18,628.0166266507488,359.84882575360547,296.50840239942715,159.57548716550173,158.01304346976175,159.666569548398,108.58552414011105,159.14196154510861,159.3209965834422,76.57092277305416,72.4919187232288,91.72195468063444,90.53776656697745
19,628.2836854090556,298.87609443807025,299.0117373121989,159.51945857662693,159.45952764642178,159.80831748672685,159.59613622760253,159.60202210379668,158.76602134988272,77.09223559470524,77.06093335086905,91.55655088843214,91.36727961561162
20,628.2767392224375,359.6874187731263,299.1962464365437,159.67147924426166,109.80490566744432,109.8192216270176,159.63229234417827,159.57011965156363,159.67130488096282,77.20900510149467,113.68819718764061,91.97488821504628,91.79818164828234
21,628.2515272149687,298.99710317796445,298.9417910093237,159.30916866188042,159.58807473135528,159.4879902248055,159.26050114321598,159.48560610147132,159.45606350359353,77.13555461540402,76.08962283055806,92.00659990752284,91.99030774070195
22,628.2355258592518,298.1556873353823,301.93933996004137,158.94900691454654,157.7582100145757,158.42110915896686,158.85107534801762,159.3438282629412,162.56302920299723,74.18395789758173,77.47696554645968,92.3749379820921,91.74732651714642
23,627.9413006981013,357.1726849405222,299.0429311178119,159.81621706077425,151.94480466960385,160.04064689914455,157.67019944269714,159.89038629718897,110.302666538689,74.77791589288663,77.11846616827182,92.62413717638871,91.65764309791999
24,627.7577458754605,352.56408410364526,297.4284766746418,159.83699306224185,159.63335454781162,159.13159139614018,158.26431454317094,109.04003330882809,158.8446400296837,75.56598484039714,76.98717598520261,92.44572805847339,92.49987757430333
25,628.3254226258492,359.910602060104,359.97981509611066,110.09618560007216,109.95546916580663,159.80899919297516,159.67930410740325,160.06231772515574,110.27129208618676,98.91119767907365,77.73877439145325,92.6095651698996,92.65105509990995
26,627.9992781859307,299.19847340209975,301.13315752917737,159.28287448572692,158.4620442562115,159.86073625493688,157.20535452335295,156.85293019092117,161.86159060605118,78.42938690752008,77.03237020070688,91.25061831454262,91.43118514282122
27,627.9682120840512,299.21116207925905,300.0272648808834,159.84610590659304,158.68470446739394,158.5937724926245,159.53998203948612,159.32970157281704,158.99474033296593,78.6130465665578,76.48868376498578,91.42917676446021,91.27344704792182
28,628.5166709952538,299.19365894350625,359.99866585627626,159.78759856552938,109.90200175361953,159.76439546367004,159.7247367016235,159.85259344554092,110.41758292039512,110.03425546297123,77.6138252612093,92.28191812500391,92.91209650540098
29,628.1899708372537,298.84428605318953,298.9087597622409,159.4825207840362,159.6571670303798,159.54259171424704,159.7406094463284,159.56599539338526,159.534864325628,76.88228901791906,76.93571583095037,91.43140167780413,91.28474441100688
30,627.7452424043817,297.87429644683004,300.4538756352686,158.58955635543364,159.69459475716923,159.23707352514495,158.53426456004834,158.74924415363014,159.54615232277538,80.74240590628244,75.02581819428087,91.0758332352072,92.73164250354775
31,628.503474638192,299.9686849729513,303.3220010008386,159.72820489399646,159.79457584921516,110.31043122465314,160.24499333575997,159.97927777438647,159.88915319430464,114.96111048380001,77.71568763372727,92.71217463003035,92.87023036814503
32,627.7006396410295,298.4367097935059,354.9492787077555,159.54401883195692,109.200212118517,159.33737485136766,159.0628700326417,158.8306440945739,159.8267579140868,76.41900275009462,73.09076971032077,92.17639787245248,91.42532368169732
33,628.0896502601609,298.20040306180823,353.3112367543745,158.77883143687959,159.55720443753776,159.25312287542855,159.18812413036926,159.27944462669274,109.88665835705024,76.74001134841006,75.81203988907598,90.84549023377807,91.05778258843412
34,628.2551012910126,298.9043991159237,298.875182536807,159.66517141132306,159.70261613220572,159.5544406057825,159.39803908438083,159.53058698240443,159.62419714940825,76.70958714479603,76.2883815211605,91.61782091453603,91.87474942395542
35,628.3099195008876,359.7445788833863,298.97864410970595,159.3652660470892,109.8218774435412,109.85253445101573,159.6764025563783,159.62065404095625,159.6892929795063,114.17073635680588,76.5522308436243,92.07599783049668,92.14186495660661
36,628.2049282900556,359.1961776069011,290.65855004804877,160.30517594238944,110.03655443016802,159.76957921674193,154.16333947393454,160.03359270432577,159.3116302941989,77.23563031469136,77.67975725271889,92.69406256900648,90.71102185681953
37,628.2484975652106,298.96169780573166,298.7271522337589,159.67610256740676,159.6219710821741,159.71094035571056,159.31884800933554,159.5743989443109,159.57526694495775,76.73945466040847,76.29038550017899,91.65185832277174,91.90342600804402
38,628.961081248391,360.0,360.0,161.0891710878749,112.40085684195222,159.62751508476703,111.8360866229218,110.07138680345915,160.29488009857158,78.50519059502264,89.99718817838644,93.97637474238262,93.30020069854281
39,628.3065131438547,299.0698197299142,298.6740834688194,159.48666738610024,159.6136267107837,159.55700813634778,159.60005294342682,159.6276010809121,159.48502652767124,77.10225807405632,76.011279143605,91.7695917308867,91.69647192362231
40,627.1944664072246,359.717362931186,295.43386362978555,159.33661376643988,160.43522093911196,160.7954256257093,159.69569579883571,148.22348503963943,109.79891411565312,79.19095210733481,77.84084209625541,90.94199521290238,91.39516232992163
41,629.9794324067896,297.68049789838835,298.45151907959973,160.23472450517733,159.57330993434832,158.38805662870075,160.0014369272035,157.7175821125252,159.38102702390805,79.06894606775369,76.76954045686938,91.06880080353882,91.68512615519732
42,629.1704784110307,360.0,359.93425405665954,110.13713397082643,110.90542273360123,160.74570859085213,160.5565116219296,112.79209071459444,160.21051603174246,80.0512463637908,90.31519543283504,92.83203435713641,92.34879703783362
43,628.2757925510164,298.99861095279766,298.99522617440977,159.61874462743899,159.52123316180814,159.44637841576628,159.38098837115106,159.49934040176188,159.68527498141174,76.78779395534696,76.56021189842238,91.69634597692087,91.53465203303494
44,624.8621744007235,300.5414318504735,298.3084588166049,159.80096583758672,159.45642999195218,160.11423918488765,158.24155029503447,158.36217881020548,158.80620772607654,77.29062616187741,75.69074507207644,95.72432449015197,92.80066736234939
45,628.2885809173488,298.72971671985096,296.54123962705876,159.35622609599133,158.60875598090735,163.742659820762,161.91501154525304,159.14843210156604,159.26979926396305,76.17169698568556,77.34211217995343,89.1612421893152,91.72452657234462
46,628.1275745923921,330.34832183893474,359.99777194721077,110.28749750586955,159.69642392366012,160.0608384517099,109.89672926856001,160.027848811469,160.28749596677707,77.82606495796394,77.87578203954173,93.36085895916756,92.20679173674371
47,628.7613790716664,359.17578010530775,359.9876703009281,158.5560613498305,110.75143967282463,160.00039669223145,108.36422611051015,160.63661512811277,110.58293370331998,77.45365248635683,100.49044325238178,93.37512788941622,91.73965737268546
48,629.2012331118505,359.99246291794543,299.9958576916064,158.12567514701314,159.16844697323683,159.48667904475195,159.33104987341508,110.29527577707789,110.86841413709001,111.78323451328353,77.29511073002507,92.57172028099572,91.88483980170881
49,628.3002844793833,359.58523574321526,299.1860901698115,159.60373571420064,109.83457276557012,159.5488600998834,109.71582252567077,159.48257112661804,159.69316369369648,113.2615145476656,77.3492174460571,92.25803945621072,92.1808922320168
