,0,1,2,3,4,5,6,7,8,9,10,11,12
24,628.31853072,299.19930034,299.19930034,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,114.79982509,77.399912543,92.399912543,100.1511678
25,448.79895051,300.33581129,360.0,159.73310011,159.73310011,159.73310011,180.0,159.73310011,159.73310011,114.79982509,77.399912543,120.0,120.0
26,628.31853072,360.0,299.19930034,159.73310011,159.73310011,159.73310011,159.73310011,60.0,159.73310011,114.79982509,84.016843285,55.0,120.0
27,290.9341496,360.0,360.0,180.0,180.0,180.0,159.73310011,180.0,159.73310011,114.79982509,114.79982509,120.0,120.0
28,359.03916041,360.0,360.0,159.73310011,172.69568885,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
29,359.03916041,360.0,251.36118942,180.0,180.0,180.0,180.0,180.0,180.0,114.79982509,114.79982509,120.0,120.0
30,269.27937031,360.0,360.0,180.0,180.0,159.73310011,180.0,180.0,180.0,114.79982509,116.18770449,120.0,120.0
31,269.27937031,360.0,360.0,180.0,159.73310011,180.0,180.0,180.0,180.0,116.18770449,114.79982509,120.0,120.0
32,448.79895051,360.0,224.39947526,178.00262372,159.73310011,159.73310011,159.73310011,180.0,180.0,114.79982509,114.79982509,120.0,120.0
33,359.03916041,360.0,299.19930034,159.73310011,180.0,180.0,172.69568885,159.73310011,180.0,114.79982509,114.79982509,120.0,120.0
34,359.03916041,360.0,360.0,159.73310011,159.73310011,172.69568885,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
35,448.79895051,299.19930034,360.0,180.0,159.73310011,120.33581129,180.0,159.73310011,180.0,77.399912543,114.79982509,120.0,120.0
36,538.55874062,360.0,224.39947526,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,116.64362073,92.399912543
37,269.27937031,360.0,360.0,180.0,180.0,180.0,180.0,180.0,159.73310011,116.18770449,114.79982509,120.0,120.0
38,538.55874062,360.0,224.39947526,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,116.64362073,92.399912543
39,628.31853072,360.0,233.01596871,109.86655006,159.73310011,180.0,60.0,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
40,680.0,149.59965017,299.19930034,109.86655006,172.8024488,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
41,538.55874062,149.59965017,360.0,159.73310011,170.37584627,180.0,180.0,180.0,159.73310011,114.79982509,114.79982509,120.0,92.399912543
42,680.0,360.0,90.934149601,159.73310011,109.86655006,109.86655006,180.0,180.0,180.0,114.79982509,114.79982509,120.0,120.0
43,538.55874062,360.0,360.0,159.73310011,180.0,159.73310011,177.70903384,159.73310011,159.73310011,40.0,114.79982509,55.0,55.0
44,359.03916041,360.0,360.0,109.86655006,180.0,180.0,180.0,159.73310011,159.73310011,114.79982509,116.82826422,120.0,120.0
45,538.55874062,224.39947526,299.19930034,180.0,169.31043316,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
46,448.79895051,161.60139932,360.0,180.0,180.0,180.0,180.0,180.0,180.0,114.79982509,114.79982509,120.0,120.0
47,657.20192406,360.0,74.799825085,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
48,359.03916041,312.16188908,360.0,180.0,159.73310011,159.73310011,159.73310011,180.0,180.0,114.79982509,114.79982509,120.0,120.0
49,670.80288609,224.39947526,224.39947526,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,92.399912543
